Bit,Baseline_R2,Extended_R2,Delta_R2,Extended_R2_std
Bit_623,0.5740119465116861,0.5825080052301359,0.008496058718449828,0.06995553880095697
Bit_82,0.5740119465116861,0.5789834673701038,0.004971520858417677,0.07077148123474851
Bit_1290,0.5740119465116861,0.576895117414359,0.0028831709026728713,0.07350719845842611
Bit_550,0.5740119465116861,0.5737443526917951,-0.00026759381989094333,0.07376044416986587
